	manual_annotation
17539-MTL_WM	Microglia
17561-MTL_WM	OPCs
17570-MTL_WM	Oligodendrocytes
17574-MTL_WM	Oligodendrocytes
17602-MTL_WM	Microglia
17608-MTL_WM	Oligodendrocytes
17629-MTL_WM	Astrocytes
17632-MTL_WM	Oligodendrocytes
17645-MTL_WM	Oligodendrocytes
17672-MTL_WM	Oligodendrocytes
17692-MTL_WM	Astrocytes
17713-MTL_WM	Oligodendrocytes
17716-MTL_WM	Oligodendrocytes
17718-MTL_WM	Oligodendrocytes
17751-MTL_WM	Microglia
17778-MTL_WM	Oligodendrocytes
17786-MTL_WM	Oligodendrocytes
17800-MTL_WM	Oligodendrocytes
17817-MTL_WM	Oligodendrocytes
17836-MTL_WM	Oligodendrocytes
17851-MTL_WM	Oligodendrocytes
17867-MTL_WM	Astrocytes
17887-MTL_WM	Astrocytes
17891-MTL_WM	Oligodendrocytes
17900-MTL_WM	Oligodendrocytes
17934-MTL_WM	Oligodendrocytes
17941-MTL_WM	Oligodendrocytes
17950-MTL_WM	Oligodendrocytes
17952-MTL_WM	Oligodendrocytes
17960-MTL_WM	Oligodendrocytes
17964-MTL_WM	Oligodendrocytes
17988-MTL_WM	Oligodendrocytes
17995-MTL_WM	Oligodendrocytes
18031-MTL_WM	Oligodendrocytes
18136-MTL_WM	Oligodendrocytes
18153-MTL_WM	Oligodendrocytes
18208-MTL_WM	Oligodendrocytes
18216-MTL_WM	Oligodendrocytes
18231-MTL_WM	Microglia
18246-MTL_WM	Oligodendrocytes
18263-MTL_WM	Oligodendrocytes
18269-MTL_WM	OPCs
18275-MTL_WM	Oligodendrocytes
18292-MTL_WM	Oligodendrocytes
18313-MTL_WM	Oligodendrocytes
18318-MTL_WM	Oligodendrocytes
18349-MTL_WM	Oligodendrocytes
18360-MTL_WM	Oligodendrocytes
18366-MTL_WM	Exc. Neurons
18373-MTL_WM	Oligodendrocytes
18379-MTL_WM	OPCs
18421-MTL_WM	OPCs
18436-MTL_WM	Oligodendrocytes
18514-MTL_WM	Astrocytes
18571-MTL_WM	Oligodendrocytes
18572-MTL_WM	OPCs
18606-MTL_WM	Microglia
18608-MTL_WM	Oligodendrocytes
18610-MTL_WM	Astrocytes
18621-MTL_WM	Oligodendrocytes
18628-MTL_WM	Exc. Neurons
18660-MTL_WM	Astrocytes
18667-MTL_WM	Oligodendrocytes
18738-MTL_WM	Astrocytes
18760-MTL_WM	Oligodendrocytes
18768-MTL_WM	Astrocytes
18838-MTL_WM	Oligodendrocytes
18943-MTL_WM	Astrocytes
18977-MTL_WM	Oligodendrocytes
19007-MTL_WM	Astrocytes
19047-MTL_WM	Astrocytes
19053-MTL_WM	Oligodendrocytes
19060-MTL_WM	Oligodendrocytes
19073-MTL_WM	Oligodendrocytes
19082-MTL_WM	Astrocytes
19084-MTL_WM	Oligodendrocytes
19085-MTL_WM	Astrocytes
19154-MTL_WM	Oligodendrocytes
19169-MTL_WM	Oligodendrocytes
19187-MTL_WM	Oligodendrocytes
19194-MTL_WM	Oligodendrocytes
19245-MTL_WM	OPCs
19307-MTL_WM	Oligodendrocytes
19325-MTL_WM	Oligodendrocytes
19333-MTL_WM	Oligodendrocytes
19341-MTL_WM	Astrocytes
19405-MTL_WM	Oligodendrocytes
19412-MTL_WM	OPCs
19427-MTL_WM	OPCs
19438-MTL_WM	Astrocytes
19446-MTL_WM	Oligodendrocytes
19452-MTL_WM	Oligodendrocytes
19460-MTL_WM	Oligodendrocytes
19466-MTL_WM	Oligodendrocytes
19488-MTL_WM	Oligodendrocytes
19508-MTL_WM	Oligodendrocytes
19533-MTL_WM	Oligodendrocytes
19580-MTL_WM	Oligodendrocytes
19619-MTL_WM	Oligodendrocytes
19643-MTL_WM	OPCs
19687-MTL_WM	Oligodendrocytes
19702-MTL_WM	Oligodendrocytes
19720-MTL_WM	Oligodendrocytes
19743-MTL_WM	Oligodendrocytes
19747-MTL_WM	Oligodendrocytes
19802-MTL_WM	Oligodendrocytes
19826-MTL_WM	Oligodendrocytes
19906-MTL_WM	Oligodendrocytes
19920-MTL_WM	Oligodendrocytes
19939-MTL_WM	Oligodendrocytes
20033-MTL_WM	Oligodendrocytes
20050-MTL_WM	Oligodendrocytes
20096-MTL_WM	Oligodendrocytes
20141-MTL_WM	Oligodendrocytes
20166-MTL_WM	Oligodendrocytes
20210-MTL_WM	Oligodendrocytes
20223-MTL_WM	Oligodendrocytes
20239-MTL_WM	Oligodendrocytes
20277-MTL_WM	Astrocytes
20285-MTL_WM	Oligodendrocytes
20323-MTL_WM	Oligodendrocytes
20324-MTL_WM	Oligodendrocytes
20327-MTL_WM	Oligodendrocytes
20385-MTL_WM	Astrocytes
20425-MTL_WM	Oligodendrocytes
20452-MTL_WM	Oligodendrocytes
20461-MTL_WM	Oligodendrocytes
20471-MTL_WM	Astrocytes
20494-MTL_WM	Oligodendrocytes
20504-MTL_WM	Oligodendrocytes
20508-MTL_WM	Oligodendrocytes
20525-MTL_WM	Oligodendrocytes
20544-MTL_WM	Astrocytes
20598-MTL_WM	Oligodendrocytes
20608-MTL_WM	Oligodendrocytes
20609-MTL_WM	Oligodendrocytes
20620-MTL_WM	Astrocytes
20649-MTL_WM	Astrocytes
20682-MTL_WM	Astrocytes
20687-MTL_WM	Oligodendrocytes
20724-MTL_WM	Microglia
20731-MTL_WM	Oligodendrocytes
20741-MTL_WM	Astrocytes
20789-MTL_WM	Oligodendrocytes
20831-MTL_WM	Astrocytes
20879-MTL_WM	Oligodendrocytes
20940-MTL_WM	Oligodendrocytes
20962-MTL_WM	Oligodendrocytes
20967-MTL_WM	Oligodendrocytes
20968-MTL_WM	Oligodendrocytes
20980-MTL_WM	Oligodendrocytes
21003-MTL_WM	Oligodendrocytes
21005-MTL_WM	Oligodendrocytes
21011-MTL_WM	Oligodendrocytes
21051-MTL_WM	Oligodendrocytes
21070-MTL_WM	Oligodendrocytes
21097-MTL_WM	Astrocytes
21102-MTL_WM	Astrocytes
21103-MTL_WM	Oligodendrocytes
21114-MTL_WM	Astrocytes
21164-MTL_WM	Astrocytes
21173-MTL_WM	Oligodendrocytes
21186-MTL_WM	Oligodendrocytes
21268-MTL_WM	Microglia
21298-MTL_WM	Oligodendrocytes
21348-MTL_WM	Astrocytes
21386-MTL_WM	Oligodendrocytes
21392-MTL_WM	Oligodendrocytes
21404-MTL_WM	Oligodendrocytes
21479-MTL_WM	Oligodendrocytes
21552-MTL_WM	Astrocytes
21574-MTL_WM	Astrocytes
21602-MTL_WM	Oligodendrocytes
21614-MTL_WM	OPCs
21634-MTL_WM	Astrocytes
21646-MTL_WM	Oligodendrocytes
21660-MTL_WM	Oligodendrocytes
21674-MTL_WM	Oligodendrocytes
21701-MTL_WM	Oligodendrocytes
21716-MTL_WM	OPCs
21723-MTL_WM	Astrocytes
21730-MTL_WM	Oligodendrocytes
21771-MTL_WM	Oligodendrocytes
21787-MTL_WM	Oligodendrocytes
21790-MTL_WM	Oligodendrocytes
21802-MTL_WM	Oligodendrocytes
21855-MTL_WM	Oligodendrocytes
21858-MTL_WM	Oligodendrocytes
21866-MTL_WM	Astrocytes
21881-MTL_WM	Astrocytes
21901-MTL_WM	Astrocytes
21904-MTL_WM	Microglia
21953-MTL_WM	Oligodendrocytes
21956-MTL_WM	Oligodendrocytes
22000-MTL_WM	Oligodendrocytes
22072-MTL_WM	Oligodendrocytes
22090-MTL_WM	Microglia
22182-MTL_WM	Oligodendrocytes
22211-MTL_WM	Microglia
22264-MTL_WM	Oligodendrocytes
22265-MTL_WM	Oligodendrocytes
22290-MTL_WM	Oligodendrocytes
22294-MTL_WM	Oligodendrocytes
22315-MTL_WM	Oligodendrocytes
22338-MTL_WM	Astrocytes
22378-MTL_WM	Oligodendrocytes
22387-MTL_WM	Oligodendrocytes
22394-MTL_WM	Oligodendrocytes
22395-MTL_WM	Oligodendrocytes
22474-MTL_WM	Oligodendrocytes
22487-MTL_WM	Oligodendrocytes
22499-MTL_WM	Oligodendrocytes
22533-MTL_WM	Oligodendrocytes
22536-MTL_WM	Oligodendrocytes
22542-MTL_WM	Oligodendrocytes
22559-MTL_WM	Oligodendrocytes
22666-MTL_WM	Oligodendrocytes
22678-MTL_WM	Oligodendrocytes
22697-MTL_WM	Astrocytes
22715-MTL_WM	Microglia
22738-MTL_WM	Oligodendrocytes
22771-MTL_WM	Astrocytes
22780-MTL_WM	Astrocytes
22833-MTL_WM	Endothelial
22847-MTL_WM	Oligodendrocytes
22856-MTL_WM	Astrocytes
22872-MTL_WM	Oligodendrocytes
22873-MTL_WM	Oligodendrocytes
22879-MTL_WM	Oligodendrocytes
22905-MTL_WM	Oligodendrocytes
22916-MTL_WM	VLMCs
22917-MTL_WM	Oligodendrocytes
22943-MTL_WM	Astrocytes
22958-MTL_WM	Oligodendrocytes
22983-MTL_WM	Oligodendrocytes
23002-MTL_WM	OPCs
23022-MTL_WM	Astrocytes
23059-MTL_WM	Microglia
23088-MTL_WM	Astrocytes
23095-MTL_WM	Astrocytes
23126-MTL_WM	Oligodendrocytes
23152-MTL_WM	Astrocytes
23178-MTL_WM	Astrocytes
23242-MTL_WM	Astrocytes
23324-MTL_WM	Oligodendrocytes
23328-MTL_WM	Oligodendrocytes
23339-MTL_WM	Astrocytes
23350-MTL_WM	Astrocytes
23389-MTL_WM	Oligodendrocytes
23423-MTL_WM	Oligodendrocytes
23424-MTL_WM	Oligodendrocytes
23434-MTL_WM	Oligodendrocytes
23440-MTL_WM	Oligodendrocytes
23463-MTL_WM	Astrocytes
23473-MTL_WM	Oligodendrocytes
23475-MTL_WM	Oligodendrocytes
23477-MTL_WM	Oligodendrocytes
23482-MTL_WM	Oligodendrocytes
23504-MTL_WM	Oligodendrocytes
23519-MTL_WM	Oligodendrocytes
23522-MTL_WM	Oligodendrocytes
23570-MTL_WM	OPCs
23578-MTL_WM	Astrocytes
23593-MTL_WM	Oligodendrocytes
23616-MTL_WM	Oligodendrocytes
23744-MTL_WM	Oligodendrocytes
23746-MTL_WM	VLMCs
23799-MTL_WM	Microglia
23839-MTL_WM	Oligodendrocytes
23852-MTL_WM	Oligodendrocytes
23868-MTL_WM	Oligodendrocytes
23905-MTL_WM	Oligodendrocytes
23932-MTL_WM	Oligodendrocytes
23966-MTL_WM	Oligodendrocytes
23972-MTL_WM	Microglia
24005-MTL_WM	Oligodendrocytes
24046-MTL_WM	Astrocytes
24047-MTL_WM	Astrocytes
24065-MTL_WM	Oligodendrocytes
24081-MTL_WM	Oligodendrocytes
24090-MTL_WM	Astrocytes
24118-MTL_WM	Oligodendrocytes
24128-MTL_WM	Astrocytes
24143-MTL_WM	Astrocytes
24167-MTL_WM	Oligodendrocytes
24179-MTL_WM	OPCs
24187-MTL_WM	Oligodendrocytes
24192-MTL_WM	Oligodendrocytes
24206-MTL_WM	Astrocytes
24211-MTL_WM	Oligodendrocytes
24219-MTL_WM	Oligodendrocytes
24221-MTL_WM	Oligodendrocytes
24224-MTL_WM	Oligodendrocytes
24247-MTL_WM	Astrocytes
24334-MTL_WM	Oligodendrocytes
24339-MTL_WM	Astrocytes
24381-MTL_WM	Oligodendrocytes
24419-MTL_WM	Oligodendrocytes
24438-MTL_WM	Oligodendrocytes
24600-MTL_WM	Oligodendrocytes
24612-MTL_WM	Astrocytes
24621-MTL_WM	Oligodendrocytes
24623-MTL_WM	Oligodendrocytes
24630-MTL_WM	Oligodendrocytes
24631-MTL_WM	Oligodendrocytes
24636-MTL_WM	Oligodendrocytes
24660-MTL_WM	Oligodendrocytes
24693-MTL_WM	Oligodendrocytes
24708-MTL_WM	Oligodendrocytes
24740-MTL_WM	Microglia
24776-MTL_WM	Oligodendrocytes
24813-MTL_WM	Oligodendrocytes
24844-MTL_WM	OPCs
24850-MTL_WM	Oligodendrocytes
24863-MTL_WM	Oligodendrocytes
24890-MTL_WM	Astrocytes
24902-MTL_WM	Astrocytes
24976-MTL_WM	Oligodendrocytes
25092-MTL_WM	Astrocytes
25103-MTL_WM	Oligodendrocytes
25178-MTL_WM	Astrocytes
25180-MTL_WM	Oligodendrocytes
25213-MTL_WM	Oligodendrocytes
25221-MTL_WM	Astrocytes
25231-MTL_WM	Astrocytes
25249-MTL_WM	Exc. Neurons
25300-MTL_WM	Oligodendrocytes
25306-MTL_WM	Astrocytes
25366-MTL_WM	Microglia
25374-MTL_WM	Oligodendrocytes
25389-MTL_WM	Oligodendrocytes
25414-MTL_WM	Oligodendrocytes
25501-MTL_WM	Oligodendrocytes
25562-MTL_WM	OPCs
25568-MTL_WM	Astrocytes
25611-MTL_WM	Oligodendrocytes
25633-MTL_WM	Oligodendrocytes
25687-MTL_WM	Oligodendrocytes
25694-MTL_WM	Astrocytes
25709-MTL_WM	Oligodendrocytes
25732-MTL_WM	Oligodendrocytes
25735-MTL_WM	Astrocytes
25757-MTL_WM	Oligodendrocytes
25774-MTL_WM	Oligodendrocytes
25810-MTL_WM	Oligodendrocytes
25837-MTL_WM	Oligodendrocytes
25943-MTL_WM	Microglia
25987-MTL_WM	Oligodendrocytes
26000-MTL_WM	Astrocytes
26004-MTL_WM	Oligodendrocytes
26024-MTL_WM	Astrocytes
26049-MTL_WM	Astrocytes
26082-MTL_WM	Oligodendrocytes
26130-MTL_WM	OPCs
26187-MTL_WM	Oligodendrocytes
26190-MTL_WM	Oligodendrocytes
26207-MTL_WM	OPCs
26223-MTL_WM	Oligodendrocytes
26248-MTL_WM	Oligodendrocytes
26265-MTL_WM	Oligodendrocytes
26285-MTL_WM	Oligodendrocytes
26299-MTL_WM	Endothelial
26325-MTL_WM	Oligodendrocytes
26343-MTL_WM	Astrocytes
26352-MTL_WM	Oligodendrocytes
26418-MTL_WM	Oligodendrocytes
26448-MTL_WM	Oligodendrocytes
26459-MTL_WM	Oligodendrocytes
26471-MTL_WM	Microglia
26475-MTL_WM	Oligodendrocytes
26476-MTL_WM	Oligodendrocytes
26501-MTL_WM	Oligodendrocytes
26509-MTL_WM	Oligodendrocytes
26539-MTL_WM	Oligodendrocytes
26600-MTL_WM	Oligodendrocytes
26611-MTL_WM	Astrocytes
26614-MTL_WM	Microglia
26630-MTL_WM	Oligodendrocytes
26641-MTL_WM	Oligodendrocytes
26671-MTL_WM	Oligodendrocytes
26686-MTL_WM	Oligodendrocytes
26708-MTL_WM	Inh. Neurons
26723-MTL_WM	Astrocytes
26740-MTL_WM	Astrocytes
26767-MTL_WM	Microglia
26779-MTL_WM	Oligodendrocytes
26797-MTL_WM	Oligodendrocytes
26803-MTL_WM	Oligodendrocytes
26818-MTL_WM	Oligodendrocytes
26858-MTL_WM	Oligodendrocytes
26864-MTL_WM	OPCs
26883-MTL_WM	Astrocytes
26887-MTL_WM	Astrocytes
26904-MTL_WM	Astrocytes
26922-MTL_WM	Astrocytes
26927-MTL_WM	Astrocytes
26943-MTL_WM	Microglia
26958-MTL_WM	OPCs
26963-MTL_WM	Oligodendrocytes
26986-MTL_WM	Oligodendrocytes
27011-MTL_WM	Oligodendrocytes
27039-MTL_WM	OPCs
27046-MTL_WM	Oligodendrocytes
27114-MTL_WM	Oligodendrocytes
27116-MTL_WM	Oligodendrocytes
27130-MTL_WM	Oligodendrocytes
27145-MTL_WM	Oligodendrocytes
27180-MTL_WM	Astrocytes
27182-MTL_WM	Astrocytes
27185-MTL_WM	Oligodendrocytes
27208-MTL_WM	Microglia
27219-MTL_WM	Oligodendrocytes
27220-MTL_WM	Oligodendrocytes
27224-MTL_WM	Oligodendrocytes
27236-MTL_WM	Oligodendrocytes
27315-MTL_WM	Astrocytes
27388-MTL_WM	Oligodendrocytes
27431-MTL_WM	Astrocytes
27435-MTL_WM	Astrocytes
27459-MTL_WM	Oligodendrocytes
27483-MTL_WM	Astrocytes
27511-MTL_WM	Oligodendrocytes
27513-MTL_WM	Oligodendrocytes
27514-MTL_WM	Astrocytes
27517-MTL_WM	OPCs
27523-MTL_WM	Exc. Neurons
27536-MTL_WM	Oligodendrocytes
27547-MTL_WM	Oligodendrocytes
27578-MTL_WM	Oligodendrocytes
27593-MTL_WM	Oligodendrocytes
27627-MTL_WM	Oligodendrocytes
27664-MTL_WM	Oligodendrocytes
27670-MTL_WM	Astrocytes
27712-MTL_WM	Astrocytes
27723-MTL_WM	Oligodendrocytes
27781-MTL_WM	Microglia
27825-MTL_WM	Astrocytes
27831-MTL_WM	OPCs
27847-MTL_WM	Microglia
27873-MTL_WM	VLMCs
27929-MTL_WM	Oligodendrocytes
27952-MTL_WM	Oligodendrocytes
28001-MTL_WM	Microglia
28088-MTL_WM	Oligodendrocytes
28098-MTL_WM	VLMCs
28110-MTL_WM	Oligodendrocytes
28122-MTL_WM	Oligodendrocytes
28124-MTL_WM	Microglia
28146-MTL_WM	Microglia
28195-MTL_WM	Oligodendrocytes
28288-MTL_WM	Astrocytes
28312-MTL_WM	Oligodendrocytes
28313-MTL_WM	Oligodendrocytes
28331-MTL_WM	Oligodendrocytes
28339-MTL_WM	Astrocytes
28357-MTL_WM	Astrocytes
28361-MTL_WM	Oligodendrocytes
28417-MTL_WM	Oligodendrocytes
28420-MTL_WM	Microglia
28440-MTL_WM	Oligodendrocytes
28452-MTL_WM	Oligodendrocytes
28490-MTL_WM	Oligodendrocytes
28550-MTL_WM	Oligodendrocytes
28552-MTL_WM	Astrocytes
28565-MTL_WM	Oligodendrocytes
28628-MTL_WM	Oligodendrocytes
28648-MTL_WM	Oligodendrocytes
28653-MTL_WM	Oligodendrocytes
28670-MTL_WM	Astrocytes
28679-MTL_WM	Oligodendrocytes
28740-MTL_WM	Oligodendrocytes
28752-MTL_WM	OPCs
28819-MTL_WM	Oligodendrocytes
28821-MTL_WM	Oligodendrocytes
28851-MTL_WM	Oligodendrocytes
28906-MTL_WM	Oligodendrocytes
28908-MTL_WM	VLMCs
29000-MTL_WM	Oligodendrocytes
29047-MTL_WM	Oligodendrocytes
29051-MTL_WM	Astrocytes
29067-MTL_WM	Oligodendrocytes
29082-MTL_WM	Microglia
29105-MTL_WM	Astrocytes
29110-MTL_WM	Astrocytes
29139-MTL_WM	OPCs
29150-MTL_WM	Oligodendrocytes
29224-MTL_WM	OPCs
29251-MTL_WM	Oligodendrocytes
29266-MTL_WM	Oligodendrocytes
29296-MTL_WM	Microglia
29297-MTL_WM	Oligodendrocytes
29306-MTL_WM	Oligodendrocytes
29349-MTL_WM	Oligodendrocytes
29371-MTL_WM	Oligodendrocytes
29380-MTL_WM	Astrocytes
29421-MTL_WM	Astrocytes
29429-MTL_WM	Oligodendrocytes
29473-MTL_WM	Oligodendrocytes
29478-MTL_WM	Oligodendrocytes
29494-MTL_WM	Astrocytes
29570-MTL_WM	OPCs
29597-MTL_WM	Oligodendrocytes
29608-MTL_WM	Oligodendrocytes
29620-MTL_WM	Oligodendrocytes
29638-MTL_WM	Oligodendrocytes
29661-MTL_WM	OPCs
29679-MTL_WM	Oligodendrocytes
29707-MTL_WM	Oligodendrocytes
29737-MTL_WM	Oligodendrocytes
29743-MTL_WM	Astrocytes
29767-MTL_WM	Oligodendrocytes
29784-MTL_WM	Oligodendrocytes
29826-MTL_WM	Oligodendrocytes
29838-MTL_WM	Oligodendrocytes
29849-MTL_WM	Astrocytes
29867-MTL_WM	OPCs
29870-MTL_WM	Astrocytes
29889-MTL_WM	Oligodendrocytes
29917-MTL_WM	Oligodendrocytes
29927-MTL_WM	Oligodendrocytes
29935-MTL_WM	Oligodendrocytes
29948-MTL_WM	OPCs
29957-MTL_WM	Oligodendrocytes
29961-MTL_WM	Oligodendrocytes
29968-MTL_WM	OPCs
30018-MTL_WM	Microglia
30036-MTL_WM	Oligodendrocytes
30046-MTL_WM	Oligodendrocytes
30068-MTL_WM	Oligodendrocytes
30087-MTL_WM	Astrocytes
30089-MTL_WM	OPCs
30102-MTL_WM	Oligodendrocytes
30105-MTL_WM	Astrocytes
30130-MTL_WM	Oligodendrocytes
30146-MTL_WM	Microglia
30175-MTL_WM	Astrocytes
30224-MTL_WM	Oligodendrocytes
30226-MTL_WM	Astrocytes
30250-MTL_WM	Oligodendrocytes
30257-MTL_WM	Oligodendrocytes
30259-MTL_WM	Oligodendrocytes
30293-MTL_WM	Oligodendrocytes
30294-MTL_WM	Oligodendrocytes
30318-MTL_WM	Astrocytes
30364-MTL_WM	Microglia
30376-MTL_WM	Oligodendrocytes
30408-MTL_WM	Oligodendrocytes
30413-MTL_WM	Astrocytes
30457-MTL_WM	Oligodendrocytes
30481-MTL_WM	Oligodendrocytes
30492-MTL_WM	Oligodendrocytes
30493-MTL_WM	Oligodendrocytes
30509-MTL_WM	Oligodendrocytes
30531-MTL_WM	Astrocytes
30585-MTL_WM	Oligodendrocytes
30594-MTL_WM	Astrocytes
30614-MTL_WM	Oligodendrocytes
30631-MTL_WM	Oligodendrocytes
30647-MTL_WM	OPCs
30665-MTL_WM	Oligodendrocytes
30684-MTL_WM	Oligodendrocytes
30688-MTL_WM	Oligodendrocytes
30701-MTL_WM	Microglia
30724-MTL_WM	OPCs
30745-MTL_WM	Oligodendrocytes
30750-MTL_WM	Endothelial
30751-MTL_WM	Oligodendrocytes
30791-MTL_WM	Oligodendrocytes
30863-MTL_WM	Oligodendrocytes
30891-MTL_WM	Oligodendrocytes
30951-MTL_WM	Microglia
30954-MTL_WM	Oligodendrocytes
31001-MTL_WM	Oligodendrocytes
31054-MTL_WM	Astrocytes
31076-MTL_WM	Microglia
31095-MTL_WM	Oligodendrocytes
31113-MTL_WM	Oligodendrocytes
31143-MTL_WM	Oligodendrocytes
31207-MTL_WM	Oligodendrocytes
31244-MTL_WM	Oligodendrocytes
31301-MTL_WM	Oligodendrocytes
31329-MTL_WM	Oligodendrocytes
31382-MTL_WM	Microglia
31405-MTL_WM	Oligodendrocytes
31411-MTL_WM	Astrocytes
31435-MTL_WM	Oligodendrocytes
31436-MTL_WM	Astrocytes
31437-MTL_WM	Astrocytes
31442-MTL_WM	Oligodendrocytes
31449-MTL_WM	Astrocytes
31450-MTL_WM	Astrocytes
31460-MTL_WM	Oligodendrocytes
31509-MTL_WM	Oligodendrocytes
31515-MTL_WM	Astrocytes
31519-MTL_WM	Oligodendrocytes
31549-MTL_WM	Astrocytes
31572-MTL_WM	Oligodendrocytes
31634-MTL_WM	OPCs
31640-MTL_WM	OPCs
31648-MTL_WM	Oligodendrocytes
31650-MTL_WM	Oligodendrocytes
31665-MTL_WM	Oligodendrocytes
31673-MTL_WM	Microglia
31696-MTL_WM	Oligodendrocytes
31756-MTL_WM	Oligodendrocytes
31763-MTL_WM	Oligodendrocytes
31768-MTL_WM	Oligodendrocytes
31780-MTL_WM	Oligodendrocytes
31800-MTL_WM	Oligodendrocytes
31802-MTL_WM	Oligodendrocytes
31859-MTL_WM	Astrocytes
31900-MTL_WM	Oligodendrocytes
31929-MTL_WM	Microglia
32066-MTL_WM	Oligodendrocytes
32112-MTL_WM	Oligodendrocytes
32115-MTL_WM	Astrocytes
32139-MTL_WM	Astrocytes
32217-MTL_WM	Astrocytes
32273-MTL_WM	Oligodendrocytes
32297-MTL_WM	Oligodendrocytes
32303-MTL_WM	Oligodendrocytes
32363-MTL_WM	Oligodendrocytes
32371-MTL_WM	Astrocytes
32375-MTL_WM	Astrocytes
32382-MTL_WM	Oligodendrocytes
32413-MTL_WM	Oligodendrocytes
32417-MTL_WM	Oligodendrocytes
32418-MTL_WM	Microglia
32430-MTL_WM	Astrocytes
32454-MTL_WM	Astrocytes
32456-MTL_WM	Oligodendrocytes
32461-MTL_WM	Oligodendrocytes
32465-MTL_WM	Oligodendrocytes
32476-MTL_WM	Astrocytes
32496-MTL_WM	Astrocytes
32539-MTL_WM	Astrocytes
32570-MTL_WM	Oligodendrocytes
32638-MTL_WM	Oligodendrocytes
32643-MTL_WM	Oligodendrocytes
32669-MTL_WM	Oligodendrocytes
32676-MTL_WM	Astrocytes
32679-MTL_WM	Oligodendrocytes
32681-MTL_WM	Oligodendrocytes
32685-MTL_WM	Oligodendrocytes
32696-MTL_WM	OPCs
32698-MTL_WM	Oligodendrocytes
32724-MTL_WM	Oligodendrocytes
32730-MTL_WM	Oligodendrocytes
32778-MTL_WM	OPCs
32803-MTL_WM	Oligodendrocytes
32834-MTL_WM	Microglia
32876-MTL_WM	Astrocytes
32881-MTL_WM	Astrocytes
32905-MTL_WM	Inh. Neurons
32910-MTL_WM	Oligodendrocytes
32947-MTL_WM	Astrocytes
33036-MTL_WM	Oligodendrocytes
33111-MTL_WM	Oligodendrocytes
33128-MTL_WM	Oligodendrocytes
33183-MTL_WM	Oligodendrocytes
33208-MTL_WM	Oligodendrocytes
33271-MTL_WM	Oligodendrocytes
33324-MTL_WM	Oligodendrocytes
33325-MTL_WM	Microglia
33333-MTL_WM	Astrocytes
33337-MTL_WM	OPCs
33344-MTL_WM	OPCs
33357-MTL_WM	Astrocytes
33375-MTL_WM	Astrocytes
33378-MTL_WM	Oligodendrocytes
33423-MTL_WM	Astrocytes
33430-MTL_WM	Oligodendrocytes
33449-MTL_WM	Oligodendrocytes
33506-MTL_WM	Oligodendrocytes
33536-MTL_WM	Oligodendrocytes
33538-MTL_WM	Oligodendrocytes
33585-MTL_WM	Oligodendrocytes
33593-MTL_WM	Oligodendrocytes
33611-MTL_WM	Oligodendrocytes
33663-MTL_WM	Oligodendrocytes
33667-MTL_WM	Oligodendrocytes
33675-MTL_WM	Astrocytes
33688-MTL_WM	Oligodendrocytes
33690-MTL_WM	Oligodendrocytes
33704-MTL_WM	Oligodendrocytes
33716-MTL_WM	Microglia
33762-MTL_WM	Oligodendrocytes
33767-MTL_WM	Oligodendrocytes
33769-MTL_WM	Oligodendrocytes
33813-MTL_WM	Microglia
33853-MTL_WM	Oligodendrocytes
33872-MTL_WM	Astrocytes
33896-MTL_WM	OPCs
33899-MTL_WM	OPCs
33912-MTL_WM	Astrocytes
33928-MTL_WM	Astrocytes
33946-MTL_WM	Oligodendrocytes
33948-MTL_WM	Astrocytes
33982-MTL_WM	Astrocytes
34004-MTL_WM	Oligodendrocytes
34029-MTL_WM	Microglia
34057-MTL_WM	Astrocytes
34116-MTL_WM	Astrocytes
34119-MTL_WM	Oligodendrocytes
34121-MTL_WM	Oligodendrocytes
34129-MTL_WM	Oligodendrocytes
34149-MTL_WM	Oligodendrocytes
34158-MTL_WM	Oligodendrocytes
34280-MTL_WM	OPCs
34326-MTL_WM	Microglia
34384-MTL_WM	Astrocytes
34406-MTL_WM	Oligodendrocytes
34433-MTL_WM	Astrocytes
34435-MTL_WM	Oligodendrocytes
34443-MTL_WM	OPCs
34460-MTL_WM	Oligodendrocytes
34481-MTL_WM	Oligodendrocytes
34528-MTL_WM	Oligodendrocytes
34532-MTL_WM	Oligodendrocytes
34544-MTL_WM	Oligodendrocytes
34571-MTL_WM	OPCs
34574-MTL_WM	Oligodendrocytes
34597-MTL_WM	Oligodendrocytes
34603-MTL_WM	Astrocytes
34639-MTL_WM	Oligodendrocytes
34673-MTL_WM	Astrocytes
34684-MTL_WM	Inh. Neurons
34704-MTL_WM	Oligodendrocytes
34736-MTL_WM	Oligodendrocytes
34772-MTL_WM	Oligodendrocytes
34776-MTL_WM	Microglia
34799-MTL_WM	Oligodendrocytes
34811-MTL_WM	Oligodendrocytes
34863-MTL_WM	Microglia
34866-MTL_WM	Oligodendrocytes
34897-MTL_WM	Oligodendrocytes
34931-MTL_WM	OPCs
35006-MTL_WM	Oligodendrocytes
35029-MTL_WM	Oligodendrocytes
35033-MTL_WM	Astrocytes
35045-MTL_WM	Astrocytes
35063-MTL_WM	Oligodendrocytes
35080-MTL_WM	Oligodendrocytes
35144-MTL_WM	Oligodendrocytes
35158-MTL_WM	Astrocytes
35185-MTL_WM	Oligodendrocytes
35242-MTL_WM	Astrocytes
35243-MTL_WM	Oligodendrocytes
35257-MTL_WM	Astrocytes
